ACCESSION NO,AUTHOR,TITLE,Subtitle,YEAR,PAGE,PUBLISHER,SOURCE,BILL NO ,DATE,PRICE,,ISBN,Edition,Subject,Accompanying Material,Pages,Publisher,Year,
JR0323,"Praveen, S. Reshma","English Vibes! : An Integrated Skills Course ; Coursebook 2
",,2021,110p.,Proficiency Learning Solution,,,,,,978-81-938842-2-5,,English,,110,Proficiency Learning Solution,2021,
JR0324,,English: Workbook ; Class 2,,2020,93p.,Tata Class edge,,,,,,978-81-943580-0-8,,English,,93,Tata Class Edge,2020,
JR0325,"Aulakh, Brinder","Real English: A Multi skill language course; Workbook 2
",,2018,58p.,Viva Education,,,,,,978-93-87153-81-3,,English,,58,Viva Education,2018,
JR0326,"Aulakh, Brinder","Real English: A Multi skill language course; 2
",,2019,120p.,Viva Education,,,,,,978-93-86824-78-3,,English,,120,Viva Education,2019,
JR0327,"Ramesh, Brinder","Climb with Cornerstone: Grammar and Composition Skills; Grade 2
",,2020,126p.,Pearson,,,,,,978-93-534-3496-0,,English,,126,Pearson,2020,
JR0328,"Pachuau, Sarahat Lalengzami","My Grammar TIme; 2
",,2023,100p.,Bharati Bhawan,,,,,,978-93-5027-186-5,,English,,100,Bharati Bhavan,2023,
JR0329,"Fadra, Sabahat and Et al.","English Workbook; Class 2
",,2020,93p.,Tata Class edge,,,,,,978-81-943580-0-8,,English,,93,Tata Class Edge,2020,
JR0330,"Aulakh, Brinder","Real English: A Multi skill language course; Coursebook 2

",,2023,148p.,Viva Education,,,,,,978-93-93329-75-2,,English,,148,Viva Education,2023,
JR0331,"Iannsuzzi, Susan and Mudgal, Vaishali","Wow! English; Coursebook 2
",,2021,134p.,Eupheus Learning,,,,,,978-93-85937-58-3,,English,,134,Eupheus learning,2021,
JR0332,,"Grammar and Creative Writing; 2
",,,104p.,Chetana Education,,,,,,978-93-90809-12-7,,English,,104,Chetana Education,,
JR0333,"Praveen, S. Reshma","Emglish Vibes!: An Integrated- Skills Course; Practicebook 2
",,2019,70p.,Proficiency Learning Solution,,,,,,978-93-89519-00-6,,English,,70,Proficiency Learning Solution,2019,
JR0334,"Bose, Ruby","Enhanced Engaging English; 3
",,2025,144p.,Harper Collins,,,,,,978-93-6213-312-0,,English,,144,Harper Collins,2025,
JR0335,"Bose, Ruby","Enhanced Engaging English; 4
",,2025,152p.,Harper Collins,,,,,,978-93-6213-205-5,,English,,152,Harper Collins,2025,
JR0336,"Bose, Ruby and Gupta, Anju
","Enhanced Engaging English; 5
",,2025,160p.,Harper Collins,,,,,,978-93-6213-821-7,,English,,160,Harper Collins,2025,
JR0337,"Sen, Benita",The Magic Carpet; 2,,2023,104p.,Bharati Bhawan,,,,,,978-93-8870-422-9,,English,,104,Bharati Bhavan,2023,
JR0338,"Praveen, S. Reshma",English Vibes!: An Integrated Skills Course; Coursebook 1,,2021,102p.,Proficiency Learning Solution,,,,,,978-81-938842-1-8,,English,,102,Proficiency Learning Solution,2021,
JR0339,"Samantray, kalyani",New Learner's Grammar and Composition; 1,,2022,88p.,Oxford University Press,,,,,,978-0-19-563543-0,,English,,88,Oxford University Press,2022,
JR0340,"Sen, Benita",The Magic Carpet; 1,,2023,96p.,Bharati Bhawan,,,,,,978-93-8870-413-7,,English,,96,Bharati Bhavan,2023,
JR0341,"O' Brien, Barry",EnglishVille : A Complete Graded Course in English ; 1,,,128p.,Chetana Education,,,,,,978-81-8469-116-0,,English,,128,Chetana Education,,
JR0342,"O' Brien, Barry",EnglishVille : A Complete Graded Course in English ; 1,,,128p.,Chetana Education,,,,,,978-81-8469-116-0,,English,,128,Chetana Education,,
JR0343,"Tulpule, Aparna and Et al.",English: Teacher Ed; Class 1,,2020,153p.,Tata Class edge,,,,,,978-81-942982-6-7,,English,,153,Tata Class Edge,2020,
JR0344,"Fadra, Sabahat and Et al.","English: Workbook; Class 1
",,2020.2022,84p.,Tata Class edge,,,,,,978-81-942982-7-4,,English,,84,Tata Class Edge,2020,
JR0345,,Grammar and Composition: Vibes! ; 1,,2022,60p.,Proficiency Learning Solution,,,,,,978-93-89519-13-6,,English,,60,Proficiency Learning Solution,2022,
JR0346,"Aulakh, Brinder","Real English: A Multi skill language course; Coursebok 1
",,2023,128p.,Viva Education,,,,,,978-93-93329-74-5,,English,,128,Viva Education,2023,
JR0347,"Praveen, S. Reshma","Englishvibes! : An Integrated Skills Course; Coursebook 1
",,2021,102p.,Proficiency Learning Solution,,,,,, 978-81-938842-2-5,,English,,102,Proficiency Learning Solution,2021,
JR0348,"Pithadia, Ketan N and Durgesh
","Butterfly: A Multi-Skill Course in English
",,2024,90p.,Green Earth,,,,,,978-93-87634-91-6,,English,,90,Green Earth,2024,
JR0349,"O' Brien, Barry",Englishville: A Complete Graded Course in English; 1,,,128p.,Chetana Education,,,,,,978-81-8469-116-0,,English,,128,Chetana Education,,
JR0350,Vijaya,Wind Chimes: An Eclectic Course in English for 21st Century Learners; Coursebook 1,,2024,132p.,"Madhuban, Vikas Publishing",,,,,,978-93-90080-51-9,,English,,132,Madhubun,2024,
JR0351,"Tulpule, Aparna and Et al.",English; Class 1,,2020,132p.,Tata Class edge,,,,,,978-81-942982-5-0,,English,,132,Tata Class Edge,2020,
JR0352,"Pachuau, Sarahat Lalengzami","My Grammar TIme; 1
",,2023,88p.,Bharati Bhawan,,,,,,978-93-5027-179-9,,English,,88,Bharati Bhavan,2023,
JR0353,"Vasudev, Vasanthi",New Images: A Comprehensive Course in English; Enrichment Reader 2,,2022,71p.,Pearson,,,,,,978-93-544-9722-3,,English,,71,Pearson,2022,
JR0354,"Vasudev, Vasanthi","New Images: A Comprehensive Course in English; 1
",,2022,67p.,Pearson,,,,,,978-93-544-9714-8,,English,,67,Pearson,2022,
JR0355,"Vasudev, Vasanthi","New Images: A Comprehensive Course in English; 3
",,2022,71p.,Pearson,,,,,,978-93-544-9730-8,,English,,71,Pearson,2022, 
JR0356,"Vasudev, Vasanthi","New Images: A Comprehensive Course in English; 4
",,2022,79p.,Pearson,,,,,,978-93-544-9738-4,,English,,79,Pearson,2022,
JR0357,"O' Brien, Barry","Englishville: A Complete Graded Course in English
",,,128p.,Chetana Education,,,,,,978-81-8469-116-0,,English,,128,Chetana Education,,
JR0358,,English Reader; 1,,,112p.,TUK,,,,,,9788196011369,,English,,113,TUK,,
JR0359,"Praveen, S. Reshma","English Vibes! : An Integrated Skills Course ; practicebook 1
",,2019,54p.,Proficiency Learning Solution,,,,,,978-81-938842-9-4,,English,,54,Proficiency Learning Solution,2019,
JR0360,"Bakshi, Rita and Kumar, Pallavi",Applied English: Grammar and Composition,,2021,112p.,New Saraswati House,,,,,,978-93-53621-80-3,,English,,112,New Saraswati House,2021,
JR0361,"Vasudev, Vasanthi","New Images: A Comprehensive Course in English; Classbook 1
",,2022,118p.,Pearson,,,,,,978-93-903-2592-4,,English,,118,Pearson,2022,
JR0362,"Aulakh, Brinder",Real English: A Multi- Skill Language Course;1,,2022,104p.,Viva Education,,,,,,978-93-86824-77-6,,English,,104,Viva Education,2022,
JR0363,"Tanya, Ritu and Prakash, CLN",Grammar Gear: 2,,2024,138p.,Cambridge University Press,,,,,,978-1-009-79330-8,,English,,138,Cambridge University,2024,
JR0364,"O' Brien, Barry","Englishville: A Complete Graded Course in English; 5
",,,167p.,Chetana Education,,,,,,978-93-88330-55-8,,English,,167,Chetana Education,,
JR0365,,Vibes!: grammar and composition; 3,,,70p.,Eupheus Learning,,,,,,978-93-89519-15-0,,English,,70,Eupheus learning,,
JR0366,"Pithadia, Ketan N ","Butterfly: A Multi-Skill Course in English; Grade 5
",,,104p.,Green Earth,,,,,,978-93-93639-17-2,,English,,104,Green Earth,,
JR0367,,Advanced English Reader; 5,,,140p.,Medalist,,,,,,978-81-96011-38-3,,English,,140,Medalist,,
JR0368,,Grammar and Creative Writing,,,144p.,Chetana Education,,,,,,978-93-90809-19-6,,English,,144,Chetana Education,,
JR0369,"Sunil, K E",Real English: A Multi-Skill language Course,,2023,144p.,Viva Education,,,,,,978-93-93329-78-3,,English,,144,Viva Education,2023,
JR0370,"Mirza, Lorraine",Joy of Mathematics,,2022,136p.,Macmillan,,,,,,978-9354551468,,Mathematics,,136,Macmillan,2022,
JR0371,"Liz, Dilley and Baxter, Flora",Cambridge Primary Science; Workbook 5,,2021,102p.,Cambridge University Press,,,,,,978-1-108-74296-2,,Science,,102,Cambridge University,2021,
JR0372,"Sunil, K E",Real English : A Multi-Skill language Course,,2024,144p.,Viva Education,,,,,,978-93-95654-60-9,,English,,144,Viva Education,2024,
JR0373,,Collins English: Grammar and Composition; Teachers Resource Book 5,,,175p. ,Collins,,,,,,978-93-9019-167-3,,English,,175,Harper Collins,,
JR0374,"Fevre, Andre Le Ed.",Climb with Cornerstone: Grammar and Composition Skills,,,166p.,Pearson,,,,,,978-93-534-3499-1,,English,,166,Pearson,,
JR0375,"Ravenscroft, Adrian and Holman, Thomas",Cambridge Primary Global Perspectives; Learner's Skill Book 6,,2021,207p.,Cambridge University Press,,,,,,978-1-108-92684-3,,Life Skills,,207,Cambridge University Press,2021,
JR0376,"Page, Alison and Et al.",Computing Teacher's Guide 4- 6,,2020,143p.,Oxford University Press,,,,,,978-1-382-00746-7,,Computer Science,,143,Oxford University Press,2020,
JR0377,"Malhotra, Stalin","Lessons for Life: A Course in Morals, Values and Life Skills; 2",,2015,56p.,Cambridge University Press,,,,,,978-1-107-46481-0,,Life Skills,,56,Cambridge University Press,2015,
JR0378,"Gupta, Sangeeta",ENviornmental studies,,2020,140p.,Viva Education,,,,,,978-93-89401-94-3,,Enviornmental Studies,,140,Viva Education,2020,
JR0379,Ed. Shipra Srivastava,Enviornmental Studies; Coursebook 4,,,168p.,Chetana Education,,,,400,,978-81-8469-320-1,,Enviornmental Studies,,168,Chetana Education,,
JR0380,Ed. Shipra Srivastava,Enviornmental Studies; Coursebook 3,,,144p.,Chetana Education,,,,340,,978-81-8469-312-6,,Enviornmental Studies,,144,Chetana Education,,
JR0381,Ed. Shipra Srivastava,Enviornmental Studies; Coursebook 5,,,176p.,Chetana Education,,,,400,,978-81-8469-328-7,,Enviornmental Studies,,176,Chetana Education,,
JR0382,Ed. Radha Sundaresan,Enviornmental Studies; Integrated Coursebook 1,,,88p.,Chetana Education,,,,235,,978-81-8469-300-3,,Enviornmental Studies,,88,Chetana Education,,
JR0383,"Doraiswamy, Monica",Enviornmental Studies; Integrated Coursebook 2,,,104p.,Chetana Education,,,,260,,978-81-8469-306-5,,Enviornmental Studies,,104,Chetana Education,,
JR0384,Ed. Shipra Srivastava,Enviornmental Studies; Coursebook 5,,,176p.,Chetana Education,,,,340,,978-81-8469-328-7,,Enviornmental Studies,,176,Chetana Education,,
JR0385,,Enviornmental Studies; teacher's manual; 5,,,182p.,Viva Education,,,,,,978-81-8327-244-4,,Enviornmental Studies,,182,Viva Education,,
JR0386,,Essential Social Studies for Primary School; Class 5,,2021,148p.,Goyal Brothers Prakashan,,,,325,,978-938764-472-4,,Social Studies,,148,Goyal Brother's Prakashan,2021,
JR0387,Moneesha Sharma and Et al,Cosmos: Social Status with Practice Assignments; book 5,,2021,176p.,Oxford University Press,,,,440,,0-19-012742-2,,Social Studies,,176,Oxford University Press,2021,
JR0388,"Sangeeta, Gupta","Enviornmental Studies: Learn, Understand, Apply; 5",,2023,144p.,Viva Education,,,,515,,978-93-93329-42-4,,Enviornmental Studies,,144,Viva Education,2023,
JR0389,Ed. Madhubun,Enviornmental Studies: Understanding the World Around Us; 5,,2022,156p.,Vikas,,,,410,,978-93-52713-90-5,,Enviornmental Studies,,156,Vikas,2022,
JR0390,"Razavi, Zainab H and Sharma, Neha",Enviornmental Studies; Book 5,,2018,146p.,Viva Education,,,,425,,978-93-86824-99-8,,Enviornmental Studies,,146,Viva Education,2018,
JR0391,Kavitha Sood,The Earth and Us; A Primary EVS Course; 5,,2022,157p.,Pearson,,,,270,,978-93-544-9436-9,,Enviornmental Studies,,157,Pearson,2022,
JR0392,Sangeeta Gupta,Enviornmental Studies; 5,,2023,144p.,Viva Education,,,,495,,978-93-93329-42-4,,Enviornmental Studies,,144,Viva Education,2023,
JR0393,"Razavi, Zainab H and Sharma, Neha",Enviornmental Studies; 5,,2019,146p.,Viva Education,,,,425,,978-93-86824-99-8,,Enviornmental Studies,,146,Viva Education,2018,
JR0394,"Razavi, Zainab H and Sharma, Neha",Enviornmental Studies;Book 4,,2018,124p.,Viva Education,,,,395,,978-93-86824-98-1,,Enviornmental Studies,,124,Viva Education,2018,
JR0395,Vijayalakshmi Singh,ENviornemental Connect; 5,,2024,181p.,Proficiency Learning Solution,,,,395,,978-93-89700-18-3,,Enviornmental Studies,,181,Proficiency Learning Solution,2024,
JR0396,"Manku, A. Versha and Madhu Mehta",The World of Enviornmental Studies; 5,,2012,168p.,Rachna Sagar,,,,349,,978-81-8137-676-3,,Enviornmental Studies,,168,Rachna Sagar,2012,
JR0397,Ed. Shipra Srivastava,Enviornmental Studies; Coursebook 4,,,168p.,Chetana Education,,,,340,,978-81-8469-320-1,,Enviornmental Studies,,168,Chetana Education,,
JR0398,Sangeeta Gupta,Enviornmental Studies; 4,,2023,128p.,Viva Education,,,,505,,978-93-93329-41-7,,Enviornmental Studies,,128,Viva Education,2023,
JR0399,Vaishali Gupta ,Hello Earth: A Course on Enviornmental Studies,,2022,152p.,Oxford University Press,,,,465,,978-9-35-497051-1,,Enviornmental Studies,,152,Oxford University Press,2022,
JR0400,Sangeeta Gupta,Enviornmental STudies; 5,,2023,144p.,Viva Education,,,,495,,978-93-93329-42-4,,Enviornmental Studies,,144,Viva Education,2023,
JR0401,Ed. Sutapa Basu,Social Studies: Vibes; 5,,2022,144p.,Proficiency Learning Solution,,,,435,,978-93-89519-28-0,,Social Studies,,144,Proficiency Learning Solution,2022,
JR0402,"Urmi Chakraborty, Dayita Datta and Kasturi, Sucharita Basu",Do You Know? A Course in General Studies and Life Skills; 1,,2023,68p.,Cambridge University Press,,,,330,,,,General Studies,,68,Cambridge University Press,2023,
JR0403,"Urmi Chakraborty, Dayita Datta and Kasturi, Sucharita Basu",Do You Know? A Course in General Studies and Life Skills; 2,,2023,72p.,Cambridge University Press,,,,330,,,,General Studies,,72,Cambridge University Press,2023,
JR0404,"Urmi Chakraborty, Dayita Datta and Kasturi, Sucharita Basu",Do You Know? A Course in General Studies and Life Skills; 3,,2023,76p.,Cambridge University Press,,,,345,,,,General Studies,,76,Cambridge University Press,2023,
JR0405,"Urmi Chakraborty, Dayita Datta and Kasturi, Sucharita Basu",Do You Know? A Course in General Studies and Life Skills; 4,,2023,78p.,Cambridge University Press,,,,345,,,,General Studies,,78,Cambridge University Press,2023,
JR0406,"Urmi Chakraborty, Dayita Datta and Kasturi, Sucharita Basu",Do You Know? A Course in General Studies and Life Skills; 5,,2023,84p.,Cambridge University Press,,,,345,,,,General Studies,,84,Cambridge University Press,2023,
JR0407,"Nileema Shinde and Jigna, K",Mathematics: Primer,,,88p.,Chetana Education,,,,,,,,Mathematics,,88,Chetana Education,,
JR0408,Meera Balachandran,Mathematics; Level A,,2021,84p.,Forever Books,,,,280,,,,Mathematics,,84,Forever Books,2021,
JR0409,Meera Balachandran,Mathematics; Level B,,2021,76p.,Forever Books,,,,280,,,,Mathematics,,76,Forever Books,2021,
JR0410,Meera Balachandran,Numbers,,2023,44p.,Forever Books,,,,195,,,,Mathematics,,44,Viva Education,2023,
JR0411,Sangeeta Gupta,Enviornmental Studies; 2,,2023,120p.,Viva Education,,,,395,,,,Enviornmental Studies,,120,Viva Education,2023,
JR0412,,Mathematics; 3,,2023,182p.,Viva Education,,,,495,,9789393329608,,Mathematics,,182,Viva Education,2023,
JR0413,Sangeeta Gupta,Enviornmental Studies; 2,,2023,120p.,Viva Education,,,,395,,9789393329394,,Enviornmental Studies,,120,Viva Education,2023,
JR0414,Sangeeta Gupta,Enviornmental Studies; 2,,2023,120p.,Viva Education,,,,395,,9789393329394,,Enviornmental Studies,,120,Viva Education,2023,
JR0415,Sangeeta Gupta,Enviornmental Studies; 1,,2023,104p.,Viva Education,,,,375,,9789393329349,,Enviornmental Studies,,104,Viva Education,2023,
JR0416,Zainab H. Razavi and Neha Sharma,Enviornmental Studies; Book 4,,2020,124p.,Viva Education,,,,365,,9789386824981,,Enviornmental Studies,,124,Viva Education,2020,
JR0417,Sangeeta Gupta,Enviornmental Studies; 1,,2023,104p.,Viva Education,,,,375,,9789393329349,,Enviornmental Studies,,104,Viva Education,2023,
JR0418,Seema Awasthi,Be an Explorer: Social Studies; 4,,2021,176p.,Forever Books,,,,429,,9789389798111,,Enviornmental Studies,,176,Forever Books,2021,
JR0419,"Maneesha Sharma, Amita Prasad and Sheela Ramakrishnan",Cosmos: Social Studies for Primary School; 4,,2022,160p.,Oxford University Press,,,,435,,9780190127411,,Enviornmental Studies,,160,Oxford University Press,2022,
JR0420,Rohini Jyot,The World Around Us: Primary Social Studies; 4,,2017,141p.,Cambridge University Press,,,,345,,9781316643211,,Enviornmental Studies,,141,Cambridge University,2017,
JR0421,Vaishali Gupta ,Hello Earth: A Course on Enviornmental Studies; 4,,2022,144p.,Oxford University Press,,,,435,,9789354970436,,Enviornmental Studies,,144,Oxford University Press,2022,
JR0422,Arumita Tarafdar,Social Studies; 4,,2023,122p.,Viva Education,,,,405,,9789393329851,,Enviornmental Studies,,122,Viva Education,2023,
JR0423,,The World Around Us,,2022,224p.,Scholastic,,,,375,,9788184773712,,Enviornmental Studies,,224,Scholastic,2022,
JR0424,Versha Mank.A and Madhu Mehta,"The World Enviornmental Enviornmental Studies
",,2012,152p.,Rachna Sagar,,,,339,,9788181376756,,Enviornmental Studies,,152,Rachna Sagar,2012,
JR0425,Rajeev Gupta and Poonam Raghav,"Mathematics: Workbook,  Swa-adhyayan",,2021,64p.,Forever Books,,,,220,,9789389798197,,Mathematics,,64,Forever Books,2021,
JR0426,,Numbers: Workbook; Upper K G,,2022,112p.,Viva Education,,,,295,,9789389662771,,Mathematics,,112,Viva Education,2022,
JR0427,"Nileema Shinde and Jigna, K",Mathematics: Practice Book; Junior KG,,,64p.,Chetana Education,,,,,,,,Mathematics,,64,Chetana Education,,
JR0428,,Teacher's Handbook; Senior K G,,,88p.,Chetana Education,,,,,,,,Mathematics,,88,Chetana Education,,
JR0429,Meera Balachandran,Mathematics: Swa-adhyayan,,2021,128p.,Forever Books,,,,280,,9789389747799,,Mathematics,,128,Forever Books,2021,
JR0430,,Early Skills: Number; Lower K G,,2023,64p.,Viva Education,,,,250,,9789389662368,,Mathematics,,64,Viva Education,2023,
JR0431,,"Early Skills: Number, Workbook; Lower K G",,2023,80p.,Viva Education,,,,295,,9789389662733,,Mathematics,,80,Viva Education,2023,
JR0432,,"Early Skills: Numbers, Workbook; Nursery",,2023,88p.,Viva Education,,,,295,,9789389662962,,Mathematics,,88,Viva Education,20523,
JR0433,Jigna K and Nileema Shinde,Mathematics: Practice Book; Nursery,,,56p.,Chetana Education,,,,,,,,Mathematics,,56,Chetana Education,,
JR0434,,Early Skills: Number; Nursery,,2020,52p.,Viva Education,,,,225,,9789389662306,,Mathematics,,52,Viva Education,2020,
JR0435,Madhu bahl,Enviornmental studies: The World Around Us; 2,,2024,124p.,Viva Education,,,,415,,9788119894383,5th,Enviornmental Studies,,124,Viva Education,2024,
JR0436,Sangeeta Gupta,Enviornmental Studies; 3,,2023,128p.,Viva Education,,,,485,,9789393329400,4th,Enviornmental Studies,,128,Viva Education,2023,
JR0437,,Essential Social Studies for Practice Assignment; 4,,2020,152p.,Goyal Brothers Prakashan,,,,325,,9789387644717,,Enviornmental Studies,,152,Goyal Brother's Prakashan,2020,
JR0438,Sangeeta Gupta,Enviornmental Studies; 3,,2023,128p.,Viva Education,,,,465,,9789393329400,4th,Enviornmental Studies,,128,Viva Education,2023,
JR0439, Seema Viswakarma,New Encompass Social Studies,,2024,161p.,Madhubun,,,,410,,9789390080939,Revised Ed.,Social Studies,,161,Madhubun,2024,
JR0440,Ed. Shipra Srivastava,Enviornmental Studies: Coursebook 4,,,168p.,Chetana Publication,,,,340,,9788184693201,,Enviornmental Studies,,168,Chetana Education,,
JR0441,Sangeeta Gupta,Enviornmental Studies; 4,,2023,128p.,Viva Education,,,,485,,9789393329417,4th,Enviornmental Studies,,128,Viva Education,2023,
JR0442,Sangeeta Gupta,Enviornmental Studies; 4,,2023,128p.,Viva Education,,,,485,,9789393329417,4th,Enviornmental Studies,,128,Viva Education,2023,
JR0443,Meenakshi Atal and Debahuti Das,Collins: Incredible Science; 4,,,176p.,Collins,,,,474,,,,Science,,176,Harper Collins,,
JR0444,,The World Around Us; EVS Coursebook 3,,2020,164p.,Scholastic,,,,375,,9788184773699,Revised Ed.,Enviornmental Studies,,164,Scholastic,2020,
JR0445,Ed. Sutapa Basu,Vibes: School Studies,,2022,136p.,Proficiency Learning Solution,,,,430,,9789389519273,1st,Social Studies,,136,Proficiency Learning Solution,2022,
JR0446,Sangeeta Gupta,Enviornmental Studies; 4,,2023,128p.,Viva Education,,,,485,,9789393329417,4th,Enviornmental Studies,,128,Viva Education,2023,
JR0447,,The World of Enviornmental Studies: Teacher's Resource Manual,,,16p.,Rachna Sagar,,,,40,,978-93-88632-87-4,,Enviornmental Studies,,16,Rachna Sagar,,
JR0448,Ed. Shipra Srivastava,Enviornmental Studies: Coursebook 4,,,168p.,Chetana Education,,,,315,,9788184693201,,Enviornmental Studies,,168,Chetana Education,,
JR0449,Vijay Laxmi Singh,Enviornmental Connect,,2024,177p.,Proficiency Learning Solution,,,,395,,9789389700930,1st,Enviornmental Studies,,177,Proficiency Learning Solution,2024,
JR0450,Archana Shukla,The Science Tree,,2024,190p.,Proficiency Learning Solution,,,,450,,9789389700671,1st,Science,,190,Proficiency Learning Solution,2024,
JR0451,Sangeeta Gupta,Social Studies; 4,,2022,120p.,Viva Education,,,,345,,9789389401752,,Social Studies,,120,Viva Education,2022,
JR0452,Madhusmita Acharya,Social Studies; 4,,2024,184p.,Rachna Sagar,,,,479,,9789358442519,1st,Social Studies,,184,Rachna Sagar,2024,
JR0453,"Cotton, Tony",Maths: Practice Book; 1,,2021,152,Oxford University Press,,,,,,9781382006729,2 nd,Mathematics,,,,,
JR0454,"Cotton, Tony",Maths: Student Book; 1,,2021,191,Oxford University Press,,,,,,9781382006668,2 nd,Mathematics,,,,,
JR0455,"Cotton, Tony",Maths: Practice Book; 2,,2021,151,Oxford University Press,,,,,,9781382006736,2 nd,Mathematics,,,,,
JR0456,"Cotton, Tony",Maths: Student Book; 2,,2021,190,Oxford University Press,,,,,,9781382006675,2 nd,Mathematics,,,,,
JR0457,"Cotton, Tony",Maths: Practice Book; 3,,2021,152,Oxford University Press,,,,,,9781382006743,2 nd,Mathematics,,,,,
JR0458,"Cotton, Tony",Maths: Practice Book; 4,,2021,152,Oxford University Press,,,,,,9781382006750,2 nd,Mathematics,,,,,
JR0459,"Cotton, Tony",Maths: Student Book; 4,,2021,208,Oxford University Press,,,,,,9781382006699,2 nd,Mathematics,,,,,
JR0460,"Cotton, Tony",Maths: Practice Book; 5,,2021,151,Oxford University Press,,,,,,9781382006767,2 nd,Mathematics,,,,,
JR0461,"Cotton, Tony",Maths: Student Book; 5,,2021,208,Oxford University Press,,,,,,9781382006705,2 nd,Mathematics,,,,,
JR0462,Priyadarshni S Kelkar, Maths Mate; 1,,2019,164,Madhubun,,,,349,,9789352719693,1st,Mathematics,,,,,
JR0463,Priyadarshni S Kelkar,Maths Mate; 4,,2019,240,Madhubun,,,,385,,9789352719723,1st,Mathematics,,,,,
JR0464,Srijith Radhakrishann Nair and Et al.,Maths; Class 1,,2020,186,Tata Class edge,,,,290,,9788193579466,1st,Mathematics,,,,,
JR0465,Srijith Radhakrishann Nair and Et al.,Maths; Class 1,,2020,186,Tata Class edge,,,,290,,9788193579466,1st,Mathematics,,,,,
JR0466,Srijith Radhakrishann Nair and Et al.,Maths: Workbook; Class 1,,2020,100,Tata Class edge,,,,200,,9788193579480,1st,Mathematics,,,,,
JR0467,Srijith Radhakrishann Nair and Et al.,Math: Workbook; Class 1,,2020,100,Tata Class edge,,,,200,,9788193579480,1st,Mathematics,,,,,
JR0468,Srijith Radhakrishann Nair and Et al.,Math: Teacher's Edition; Class 1,,2020,216,Tata Class edge,,,,,,9788193579473,1st,Mathematics,,,,,
JR0469,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,409,,9789388563352,,Mathematics,,,,,
JR0470,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,359,,9789388563352,,Mathematics,,,,,
JR0471,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,409,,9789388563352,,Mathematics,,,,,
JR0472,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,409,,9789388563352,,Mathematics,,,,,
JR0473,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,409,,9789388563352,,Mathematics,,,,,
JR0474,Richa D. Bhatia,Mathematics Buzz; 1,,2021,155,Rachna Sagar,,,,409,,9789388563352,,Mathematics,,,,,
JR0475,Richa D. Bhatia,eMathematics Buzz; 1,,2024,155,Rachna Sagar,,,,469,,9789358442380,1st,Mathematics,,,,,
JR0476,Suvira Gulati and Chitra Ramanathan,Mathematics Buzz; 4,,2021,232,Rachna Sagar,,,,429,,9789388563383,,Mathematics,,,,,
JR0477,Suvira Gulati and Chitra Ramanathan,eMathematics Buzz; 4,,2024,232,Rachna Sagar,,,,519,,9789358442618,1st,Mathematics,,,,,
JR0478,Rita Ogra and Geeta V R,eMathematics Buzz; 5,,2024,244,Rachna Sagar,,,,539,,9789358448986,1st,Mathematics,,,,,
JR0479,Sonica Dhawan,Mathematics Buzz; 2,,2021,167,Rachna Sagar,,,,399,,9789358443868,,Mathematics,,,,,
JR0480,Sonica Dhawan,Mathematics Buzz; 2,,2021,167,Rachna Sagar,,,,399,,9789388563369,,Mathematics,,,,,
JR0481,Sonica Dhawan,eMathematics Buzz; 2,,2024,167,Rachna Sagar,,,,479,,9789388563369,1st,Mathematics,,,,,
JR0482,Renu Wadhwa,Mathville: A Complete Graded Course in Mathematics; 1,,,152,Chetana Education,,,,350,,9789395778367,,Mathematics,,,,,
JR0483,Renu Wadhwa,Mathville: A Complete Graded Course in Mathematics; 2,,,192,Chetana Education,,,,410,,9789395778374,,Mathematics,,,,,
JR0484,Renu Wadhwa,Mathville: A Complete Graded Course in Mathematics; 3,,,208,Chetana Education,,,,420,,9789395778404,,Mathematics,,,,,
JR0485,Renu Wadhwa,Mathville: A Complete Graded Course in Mathematics; 4,,,192,Chetana Education,,,,420,,9789395778343,,Mathematics,,,,,
JR0486,Renu Wadhwa,Mathville: A Complete Graded Course in Mathematics; 5,,,232,Chetana Education,,,,430,,9789395778398,,Mathematics,,,,,
JR0487,Hira Prasad and Rajesh Hassija,MathsAce: Prime; 1,,,152,Pearson India Education,,,,390,,9789354496738,,Mathematics,,,,,
JR0488,Hira Prasad and Rajesh Hassija,MathsAce: Prime; 1,,,152,Pearson India Education,,,,390,,9789354496738,,Mathematics,,,,,
JR0489,Hira Prasad and Rajesh Hassija,MathsAce: Prime; 5,,,228,Pearson India Education,,,,480,,9789354497056,,Mathematics,,,,,
JR0490,Hira Prasad and Rajesh Hassija,MathsAce: Prime; 5,,,228,Pearson India Education,,,,480,,9789354497056,,Mathematics,,,,,
JR0491,"Alka Tuli, Rajesh Hassija and Shuborno Chakroborty",MathsAce: Prime; 6,,,238,Pearson India Education,,,,510,,9789354497131,,Mathematics,,,,,
JR0492,"Alka Tuli, Rajesh Hassija and Shuborno Chakroborty",MathsAce: Prime; 7,,,258,Pearson India Education,,,,520,,9789354497216,,Mathematics,,,,,
